"cue","target","normed","proportion"
"throw","away","YES",0.061
"throw","pass","YES",0.022
"throw","far","YES",0.017
"throw","arm","YES",0.011
"throw","hit","YES",0.011
"throw","up","YES",0.011
"thumb","hand","YES",0.284
"thumb","finger","YES",0.257
"thumb","nail","YES",0.176
"tickle","laugh","YES",0.578
"tickle","funny","YES",0.05
"tickle","feet","YES",0.039
"tickle","happy","YES",0.011
"tiger","lion","YES",0.308
"tiger","cat","YES",0.154
"tiger","animal","YES",0.028
"tiger","beautiful","YES",0.014
"tiger","eye","YES",0.014
"tiger","white","YES",0.014
"time","clock","YES",0.372
"time","out","YES",0.058
"time","day","YES",0.045
"time","late","YES",0.019
"time","fly","YES",0.013
"time","hurry","YES",0.013
"time","money","YES",0.013
"time","slow","YES",0.013
"tired","sleep","YES",0.479
"tired","bed","YES",0.041
"tired","asleep","YES",0.014
"tired","me","YES",0.014
"tired","now","YES",0.014
"tissue","paper","YES",0.285
"tissue","nose","YES",0.131
"tissue","cold","YES",0.023
"tissue","cry","YES",0.023
"tissue","soft","YES",0.015
"toast","bread","YES",0.364
"toast","butter","YES",0.164
"toast","breakfast","YES",0.067
"toast","coffee","YES",0.03
"toast","oven","YES",0.024
"toast","eat","YES",0.018
"toast","jam","YES",0.012
"today","tomorrow","YES",0.503
"today","yesterday","YES",0.111
"today","now","YES",0.072
"today","hot","YES",0.013
"today","present","YES",0.013
"today","school","YES",0.013
"today","show","YES",0.013
"today","tonight","YES",0.013
"toe","foot","YES",0.605
"toe","nail","YES",0.156
"toe","big","YES",0.075
"toe","finger","YES",0.034
"toe","jam","YES",0.02
"tomato","red","YES",0.195
"tomato","fruit","YES",0.062
"tomato","potato","YES",0.062
"tomato","sauce","YES",0.062
"tomato","juice","YES",0.031
"tomato","soup","YES",0.026
"tomato","plant","YES",0.015
"tomato","spaghetti","YES",0.015
"tomato","hot","YES",0.01
"tomato","pasta","YES",0.01
"tomorrow","today","YES",0.527
"tomorrow","yesterday","YES",0.164
"tomorrow","day","YES",0.048
"tomorrow","morning","YES",0.027
"tomorrow","night","YES",0.014
"tomorrow","sun","YES",0.014
"tongue","mouth","YES",0.383
"tongue","kiss","YES",0.067
"tongue","lick","YES",0.06
"tongue","cheek","YES",0.054
"tongue","talk","YES",0.04
"tongue","wet","YES",0.04
"tongue","eat","YES",0.013
"tonight","show","YES",0.17
"tonight","tomorrow","YES",0.144
"tonight","evening","YES",0.124
"tonight","dark","YES",0.078
"tonight","late","YES",0.065
"tonight","party","YES",0.059
"tonight","now","YES",0.052
"tonight","today","YES",0.046
"tonight","sleep","YES",0.033
"tonight","dance","YES",0.02
"tonight","morning","YES",0.02
"tonight","yesterday","YES",0.013
"tooth","brush","YES",0.123
"tooth","mouth","YES",0.051
"tooth","white","YES",0.036
"tooth","nail","YES",0.029
"tooth","bite","YES",0.022
"tooth","eat","YES",0.022
"tooth","smile","YES",0.022
"toothbrush","brush","YES",0.029
"top","high","YES",0.034
"top","down","YES",0.027
"top","hat","YES",0.027
"top","above","YES",0.02
"top","cover","YES",0.014
"top","dog","YES",0.014
"top","shirt","YES",0.014
"top","up","YES",0.014
"touch","soft","YES",0.061
"touch","finger","YES",0.048
"touch","smell","YES",0.03
"touch","gentle","YES",0.018
"touch","me","YES",0.018
"touch","hand","YES",0.012
"touch","push","YES",0.012
"towel","wet","YES",0.088
"towel","shower","YES",0.081
"towel","cloth","YES",0.068
"towel","bath","YES",0.047
"towel","wash","YES",0.027
"towel","bathroom","YES",0.02
"towel","wipe","YES",0.02
"towel","beach","YES",0.014
"towel","blanket","YES",0.014
"towel","dirty","YES",0.014
"towel","rag","YES",0.014
"towel","soap","YES",0.014
"tower","high","YES",0.079
"tower","fire","YES",0.039
"tower","bell","YES",0.024
"tower","light","YES",0.024
"tower","sky","YES",0.016
"tractor","pull","YES",0.135
"tractor","grass","YES",0.021
"tractor","field","YES",0.014
"tractor","truck","YES",0.014
"tractor","yellow","YES",0.014
"train","car","YES",0.058
"train","bus","YES",0.032
"train","fast","YES",0.013
"train","late","YES",0.013
"train","locomotive","NO",0.013
"train","ride","YES",0.013
"trash","can","YES",0.212
"trash","bag","YES",0.026
"trash","smell","YES",0.026
"trash","dump","YES",0.013
"trash","paper","YES",0.013
"trash","white","YES",0.013
"travel","car","YES",0.061
"travel","fly","YES",0.056
"travel","go","YES",0.033
"travel","country","YES",0.022
"travel","far","YES",0.017
"travel","leave","YES",0.017
"travel","away","YES",0.011
"travel","see","YES",0.011
"tree","leaf","YES",0.162
"tree","house","YES",0.074
"tree","climb","YES",0.068
"tree","green","YES",0.047
"tree","top","YES",0.027
"tree","cat","YES",0.014
"tree","flower","YES",0.014
"tree","squirrel","YES",0.014
"truck","car","YES",0.264
"truck","big","YES",0.061
"truck","stop","YES",0.047
"truck","drive","YES",0.02
"truck","dump","YES",0.02
"truck","bus","YES",0.014
"truck","pull","YES",0.014
"truck","road","YES",0.014
"turkey","ham","YES",0.114
"turkey","bird","YES",0.067
"turkey","food","YES",0.067
"turkey","sandwich","YES",0.04
"turkey","meat","YES",0.034
"turkey","dinner","YES",0.027
"turkey","breast","YES",0.013
"turkey","eat","YES",0.013
"turkey","hen","YES",0.013
"turn","off","YES",0.117
"turn","on","YES",0.061
"turn","away","YES",0.039
"turn","car","YES",0.017
"turn","out","YES",0.011
"turn","road","YES",0.011
"turn","stop","YES",0.011
"turtle","slow","YES",0.372
"turtle","animal","YES",0.048
"turtle","green","YES",0.028
"turtle","neck","YES",0.028
"turtle","soup","YES",0.021
"turtle","box","YES",0.014
"ugly","pretty","YES",0.291
"ugly","cute","YES",0.064
"ugly","beautiful","YES",0.028
"ugly","face","YES",0.028
"ugly","fat","YES",0.021
"ugly","scary","YES",0.021
"ugly","dog","YES",0.014
"ugly","girl","YES",0.014
"umbrella","rain","YES",0.701
"umbrella","cover","YES",0.069
"umbrella","wet","YES",0.021
"umbrella","black","YES",0.014
"uncle","aunt","YES",0.706
"uncle","man","YES",0.07
"uncle","cousin","YES",0.014
"uncle","old","YES",0.014
"under","above","YES",0.068
"under","bed","YES",0.014
"under","bridge","YES",0.014
"understand","smart","YES",0.014
"underwear","sock","YES",0.043
"underwear","white","YES",0.036
"underwear","naked","NO",0.014
"underwear","shorts","YES",0.014
"up","down","YES",0.845
"up","high","YES",0.041
"up","elevator","YES",0.027
"up","sky","YES",0.02
"vacuum","dust","YES",0.042
"vacuum","carpet","YES",0.028
"vacuum","sweep","YES",0.028
"vacuum","room","YES",0.014
"vest","jacket","YES",0.3
"vest","shirt","YES",0.143
"vest","coat","YES",0.071
"vest","sweater","YES",0.021
"vest","pants","YES",0.014
"village","house","YES",0.102
"village","people","YES",0.061
"village","home","YES",0.027
"wait","stop","YES",0.122
"wait","go","YES",0.041
"wait","hold","YES",0.041
"wait","time","YES",0.034
"wait","stand","YES",0.027
"wait","leave","YES",0.02
"wait","here","YES",0.014
"wait","late","YES",0.014
"wait","now","YES",0.014
"wait","sit","YES",0.014
"wait","table","YES",0.014
"wake","sleep","YES",0.278
"wake","morning","YES",0.093
"wake","up","YES",0.086
"wake","asleep","YES",0.026
"wake","boat","YES",0.026
"wake","early","YES",0.013
"wake","get up","NO",0.013
"wake","sad","YES",0.013
"wake","sun","YES",0.013
"wake","wave","YES",0.013
"walk","run","YES",0.465
"walk","talk","YES",0.087
"walk","feet","YES",0.016
"walk","leg","YES",0.016
"walk","stop","YES",0.016
"wall","floor","YES",0.109
"wall","paper","YES",0.071
"wall","paint","YES",0.064
"wall","picture","YES",0.058
"wall","street","YES",0.051
"wall","door","YES",0.045
"wall","flower","YES",0.038
"wall","bang","YES",0.013
"wall","hard","YES",0.013
"wall","house","YES",0.013
"wall","roof","YES",0.013
"wall","room","YES",0.013
"wall","window","YES",0.013
"wardrobe","closet","YES",0.073
"wardrobe","shirt","YES",0.02
"wardrobe","dress","YES",0.013
"warm","cold","YES",0.364
"warm","hot","YES",0.273
"warm","sun","YES",0.073
"warm","soft","YES",0.055
"warm","nice","YES",0.024
"wash","car","YES",0.074
"wash","cloth","YES",0.054
"wash","hand","YES",0.041
"wash","soap","YES",0.034
"wash","bath","YES",0.02
"wash","dirty","YES",0.014
"wash","face","YES",0.014
"wash","wear","YES",0.014
"wave","beach","YES",0.094
"wave","hand","YES",0.036
"wave","hello","YES",0.014
"wave","sea","YES",0.014
"wear","take off","NO",0.054
"wear","tear","YES",0.047
"wear","cloth","YES",0.014
"wear","dress","YES",0.014
"wear","naked","NO",0.014
"wear","put on","NO",0.014
"wear","sweater","YES",0.014
"wear","wash","YES",0.014
"well","good","YES",0.239
"well","sick","YES",0.174
"well","fine","YES",0.065
"well","bad","YES",0.036
"well","off","YES",0.014
"wet","cold","YES",0.108
"wet","rain","YES",0.081
"wet","swim","YES",0.047
"wet","paint","YES",0.014
"wet","pool","YES",0.014
"what","who","YES",0.181
"what","why","YES",0.13
"what","where","YES",0.109
"what","how","YES",0.051
"where","here","YES",0.113
"where","there","YES",0.08
"where","what","YES",0.06
"where","why","YES",0.04
"where","how","YES",0.013
"where","to","NO",0.013
"where","who","YES",0.013
"white","black","YES",0.655
"white","snow","YES",0.034
"white","light","YES",0.025
"white","paper","YES",0.025
"white","red","YES",0.017
"who","what","YES",0.229
"who","me","YES",0.09
"who","why","YES",0.076
"who","owl","YES",0.062
"who","you","YES",0.056
"who","person","YES",0.021
"who","where","YES",0.014
"why","not","YES",0.2
"why","how","YES",0.103
"why","what","YES",0.034
"wind","blow","YES",0.169
"wind","rain","YES",0.108
"wind","cold","YES",0.034
"wind","dust","YES",0.014
"wind","fall","YES",0.014
"wind","sea","YES",0.014
"wind","snow","YES",0.014
"window","glass","YES",0.256
"window","door","YES",0.147
"window","curtain","YES",0.038
"window","look","YES",0.019
"window","open","YES",0.019
"window","jump","YES",0.013
"window","mirror","YES",0.013
"window","see","YES",0.013
"wipe","nose","YES",0.086
"wipe","off","YES",0.039
"wipe","baby","YES",0.033
"wipe","butt","YES",0.026
"wipe","table","YES",0.026
"wipe","tissue","YES",0.026
"wipe","cloth","YES",0.02
"wipe","wash","YES",0.02
"wipe","window","YES",0.02
"wipe","dirty","YES",0.013
"wipe","mouth","YES",0.013
"wipe","out","YES",0.013
"wipe","paper","YES",0.013
"wipe","spill","YES",0.013
"with","out","YES",0.067
"with","someone","NO",0.033
"with","who","YES",0.02
"with","you","YES",0.02
"with","me","YES",0.013
"wolf","dog","YES",0.351
"wolf","animal","YES",0.155
"wolf","fox","YES",0.034
"wolf","puppy","YES",0.02
"wolf","bear","YES",0.014
"wolf","cat","YES",0.014
"wolf","man","YES",0.014
"wolf","moon","YES",0.014
"wolf","scary","YES",0.014
"woman","man","YES",0.595
"woman","girl","YES",0.087
"woman","lady","YES",0.048
"woman","beautiful","YES",0.016
"woman","love","YES",0.016
"worm","earth","YES",0.115
"worm","snake","YES",0.079
"worm","ground","YES",0.036
"worm","bird","YES",0.03
"worm","apple","YES",0.024
"worm","bug","YES",0.018
"worm","ugly","YES",0.018
"write","read","YES",0.139
"write","pen","YES",0.128
"write","paper","YES",0.106
"write","draw","YES",0.056
"write","talk","YES",0.011
"yard","grass","YES",0.236
"yard","foot","YES",0.126
"yard","back","YES",0.102
"yard","lawn","YES",0.102
"yard","stick","YES",0.055
"yard","field","YES",0.016
"yard","front","YES",0.016
"yard","green","YES",0.016
"yard","house","YES",0.016
"yard","outside","YES",0.016
"yellow","green","YES",0.176
"yellow","sun","YES",0.115
"yellow","blue","YES",0.068
"yellow","black","YES",0.047
"yellow","red","YES",0.047
"yellow","bird","YES",0.027
"yellow","banana","YES",0.02
"yellow","happy","YES",0.014
"yellow","light","YES",0.014
"yellow","scared","YES",0.014
"yes","no","YES",0.83
"yesterday","today","YES",0.438
"yesterday","tomorrow","YES",0.267
"yesterday","time","YES",0.014
"yogurt","ice cream","YES",0.245
"yogurt","fruit","YES",0.05
"yogurt","milk","YES",0.05
"yogurt","cold","YES",0.036
"yogurt","food","YES",0.036
"yogurt","chocolate","YES",0.029
"yogurt","fat","YES",0.022
"you","me","YES",0.701
"you","i","YES",0.032
"you","self","YES",0.026
"you","person","YES",0.019
"you","smile","YES",0.019
"you","other","YES",0.013
"zipper","pants","YES",0.434
"zipper","fly","YES",0.119
"zipper","jeans","YES",0.077
"zipper","button","YES",0.07
"zipper","jacket","YES",0.028
"zipper","up","YES",0.021
"zipper","close","YES",0.014
"zipper","down","YES",0.014
"zipper","open","YES",0.014
"zoo","animal","YES",0.649
"zoo","lion","YES",0.062
"zoo","monkey","YES",0.041
"zoo","bear","YES",0.031
"zoo","elephant","YES",0.031
